month,info_month,category,category_label,up,down,active_episode_count,episode_ids
2014-01,2013-12,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-01,2013-12,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-01,2013-12,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-01,2013-12,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-01,2013-12,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-01,2013-12,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-02,2014-01,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-02,2014-01,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-02,2014-01,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-02,2014-01,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-02,2014-01,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-02,2014-01,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-02,2014-01,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-03,2014-02,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-03,2014-02,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-03,2014-02,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-03,2014-02,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-03,2014-02,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-03,2014-02,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-03,2014-02,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-04,2014-03,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-04,2014-03,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-04,2014-03,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-04,2014-03,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-04,2014-03,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-04,2014-03,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-04,2014-03,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-05,2014-04,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-05,2014-04,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-05,2014-04,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-05,2014-04,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-05,2014-04,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-05,2014-04,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-05,2014-04,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-06,2014-05,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-06,2014-05,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-06,2014-05,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-06,2014-05,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-06,2014-05,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-06,2014-05,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-06,2014-05,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-07,2014-06,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-07,2014-06,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-07,2014-06,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-07,2014-06,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-07,2014-06,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-07,2014-06,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-07,2014-06,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-08,2014-07,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-08,2014-07,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-08,2014-07,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-08,2014-07,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-08,2014-07,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-08,2014-07,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-08,2014-07,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-09,2014-08,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-09,2014-08,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-09,2014-08,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-09,2014-08,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-09,2014-08,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-09,2014-08,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-09,2014-08,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-10,2014-09,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-10,2014-09,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-10,2014-09,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-10,2014-09,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-10,2014-09,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-10,2014-09,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-10,2014-09,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-11,2014-10,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-11,2014-10,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-11,2014-10,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-11,2014-10,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-11,2014-10,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-11,2014-10,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-11,2014-10,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2014-12,2014-11,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2014-12,2014-11,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2014-12,2014-11,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2014-12,2014-11,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2014-12,2014-11,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2014-12,2014-11,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2014-12,2014-11,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-01,2014-12,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-01,2014-12,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-01,2014-12,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2015-01,2014-12,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-01,2014-12,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-01,2014-12,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-01,2014-12,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-02,2015-01,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-02,2015-01,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-02,2015-01,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2015-02,2015-01,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-02,2015-01,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-02,2015-01,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-02,2015-01,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-03,2015-02,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-03,2015-02,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-03,2015-02,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2015-03,2015-02,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-03,2015-02,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-03,2015-02,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-03,2015-02,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-04,2015-03,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-04,2015-03,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-04,2015-03,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2015-04,2015-03,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-04,2015-03,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-04,2015-03,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-04,2015-03,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-05,2015-04,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-05,2015-04,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-05,2015-04,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2015-05,2015-04,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-05,2015-04,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-05,2015-04,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-05,2015-04,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-06,2015-05,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-06,2015-05,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-06,2015-05,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.0,0.0,0,
2015-06,2015-05,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-06,2015-05,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-06,2015-05,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-06,2015-05,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-07,2015-06,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-07,2015-06,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-07,2015-06,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.672222,0.067222,1,EP_CORE_ADCVD
2015-07,2015-06,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-07,2015-06,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-07,2015-06,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-07,2015-06,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-08,2015-07,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-08,2015-07,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-08,2015-07,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.533543,0.053354,1,EP_CORE_ADCVD
2015-08,2015-07,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-08,2015-07,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-08,2015-07,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-08,2015-07,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-09,2015-08,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-09,2015-08,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-09,2015-08,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.672222,0.067222,2,EP_CORE_ADCVD|EP_CRS_ADCVD
2015-09,2015-08,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-09,2015-08,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-09,2015-08,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-09,2015-08,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-10,2015-09,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-10,2015-09,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-10,2015-09,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.672222,0.067222,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2015-10,2015-09,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-10,2015-09,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-10,2015-09,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-10,2015-09,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-11,2015-10,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-11,2015-10,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-11,2015-10,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.533543,0.053354,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2015-11,2015-10,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-11,2015-10,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-11,2015-10,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-11,2015-10,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2015-12,2015-11,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2015-12,2015-11,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2015-12,2015-11,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.755556,0.075556,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2015-12,2015-11,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2015-12,2015-11,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2015-12,2015-11,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2015-12,2015-11,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-01,2015-12,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-01,2015-12,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-01,2015-12,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.615272,0.061527,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2016-01,2015-12,ENERGY_SUPPLY,에너지 공급,0.0,0.0,0,
2016-01,2015-12,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-01,2015-12,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-01,2015-12,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-02,2016-01,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-02,2016-01,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-02,2016-01,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.503929,0.050393,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2016-02,2016-01,ENERGY_SUPPLY,에너지 공급,0.0,0.666667,1,EP_JCPOA_RELIEF
2016-02,2016-01,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-02,2016-01,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-02,2016-01,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-03,2016-02,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-03,2016-02,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-03,2016-02,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.415556,0.041556,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2016-03,2016-02,ENERGY_SUPPLY,에너지 공급,0.0,0.604843,1,EP_JCPOA_RELIEF
2016-03,2016-02,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-03,2016-02,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-03,2016-02,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-04,2016-03,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-04,2016-03,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-04,2016-03,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.345414,0.034541,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2016-04,2016-03,ENERGY_SUPPLY,에너지 공급,0.0,0.549764,1,EP_JCPOA_RELIEF
2016-04,2016-03,SHIPPING_LOGISTICS,해상운송/물류,0.0,0.0,0,
2016-04,2016-03,PANDEMIC_EMERGENCY,팬데믹/비상사태,0.0,0.0,0,
2016-04,2016-03,INDUSTRIAL_SUPPLY_DEMAND,산업 수급,0.0,0.0,0,
2016-05,2016-04,GEOPOLITICAL_CONFLICT,지정학 분쟁,0.0,0.0,0,
2016-05,2016-04,TRADE_TARIFF_SANCTION,무역/관세/제재,0.0,0.0,0,
2016-05,2016-04,TRADE_REMEDY_ADCVD,무역구제(반덤핑·상계관세),0.289742,0.028974,3,EP_CORE_ADCVD|EP_CRS_ADCVD|EP_HRS_ADCVD
2016-05,2016-04,ENERGY_SUPPLY,에너지 공급,0.0,0.500694,1,EP_JCPOA_RELIEF
